articlePath,url,title,section,articleType,articleLength,currentMainImage,currentInlineImages,imageSourceType,imageUsageCount,exactDuplicateUsageCount,perceptualDuplicateGroup,semanticTopic,semanticImageDescription,semanticMatchScore,misleadingRisk,needsReplacement,needsInlineImage,recommendedImageConcept,recommendedAction,beforeMainImage,beforeSemanticMatchScore,imageChanged,fileHash
solutions/goods/old-teak-window.html,https://www.zhengmu.cn/solutions/goods/old-teak-window.html,老柚木窗的光影边界,solutions,A_MATERIAL_KNOWLEDGE,535,assets/images/article-teak-reclaimed-openings.jpg,,generated_editorial_v134,3,3,NONE,reclaimed-openings,旧木门窗构件与再利用木料的纹理细节示意,4,NONE,false,false,reclaimed-openings,KEEP_VALIDATED_FINAL,assets/images/product-teak-cabinet.jpg,2,true,f4fb0149f2b60e8cd7f9a8d0d0ef0a0ad24ddf553e522660c1ff6c261551c5e8
solutions/goods/reclaimed-boat-teak.html,https://www.zhengmu.cn/solutions/goods/reclaimed-boat-teak.html,老船木柚木的再利用,solutions,A_MATERIAL_KNOWLEDGE,535,assets/images/article-teak-reclaimed-openings.jpg,,generated_editorial_v134,3,3,NONE,reclaimed-openings,旧木门窗构件与再利用木料的纹理细节示意,4,NONE,false,false,reclaimed-openings,KEEP_VALIDATED_FINAL,assets/images/article-teak-material-study.jpg,3,true,f4fb0149f2b60e8cd7f9a8d0d0ef0a0ad24ddf553e522660c1ff6c261551c5e8
solutions/goods/reclaimed-teak-flooring.html,https://www.zhengmu.cn/solutions/goods/reclaimed-teak-flooring.html,老柚木再生地板,solutions,E_FURNITURE_OBJECTS,553,assets/images/article-teak-flooring-wear-care.jpg,,generated_editorial_v134,3,3,NONE,flooring-wear-care,不同使用状态的木地板表面与软布养护示意,4,NONE,false,false,flooring-wear-care,KEEP_VALIDATED_FINAL,assets/images/article-teak-flooring-selection.jpg,3,true,144e925f8d2cbf24af6975d51710348d9872bde880baf5057aae31f9963ac7dd
solutions/goods/seaside-teak-floor.html,https://www.zhengmu.cn/solutions/goods/seaside-teak-floor.html,海边住宅里的柚木地板,solutions,E_FURNITURE_OBJECTS,540,assets/images/article-teak-flooring-sun-moisture.jpg,,generated_editorial_v134,3,3,NONE,flooring-sun-moisture,靠近自然光与湿区边界的木地板材料状态示意,4,NONE,false,false,flooring-sun-moisture,KEEP_VALIDATED_FINAL,assets/images/article-teak-outdoor-care.jpg,2,true,5f0ab50229c794a738bc258b07e72378f895d0ab2ed45a0a7c457c6fdb3f9678
solutions/goods/sunroom-teak-floor.html,https://www.zhengmu.cn/solutions/goods/sunroom-teak-floor.html,阳光房里的柚木地板,solutions,F_SPACE_AESTHETICS,536,assets/images/article-teak-flooring-space-selection.jpg,,generated_editorial_v134,3,3,NONE,flooring-space-selection,自然光下结合空间材料比较木地板样板的选材示意,4,NONE,false,false,flooring-space-selection,KEEP_VALIDATED_FINAL,assets/images/article-teak-outdoor-care.jpg,2,true,eae2adc25a3e30fc04f24f3a56e9851a75abada72db1d520350e4f036fb8cb93
solutions/goods/teak-bedroom.html,https://www.zhengmu.cn/solutions/goods/teak-bedroom.html,卧室里使用柚木要轻一点,solutions,F_SPACE_AESTHETICS,531,assets/images/article-teak-family-bedroom.jpg,,generated_editorial_v134,3,3,NONE,family-bedroom,自然光卧室中的木质家具与家庭日常使用示意,4,NONE,false,false,family-bedroom,KEEP_VALIDATED_FINAL,assets/images/hero-teak-lifestyle.jpg,3,true,be7470d6a4868ca06b1470b5866502c8f7c1ed1f9c8b4010204cd0e2cfc5562e
solutions/goods/teak-bench.html,https://www.zhengmu.cn/solutions/goods/teak-bench.html,柚木长凳的留白价值,solutions,E_FURNITURE_OBJECTS,519,assets/images/product-teak-chair.jpg,,existing_site_asset,3,3,NONE,furniture-seating,木质座椅的结构与使用场景参考,4,NONE,false,false,furniture-seating,KEEP_VALIDATED_FINAL,assets/images/product-teak-chair.jpg,3,false,b48997bfb0352c211f9128130977e8abc99709add77a6abb52a2ee8966aedf57
solutions/goods/teak-bookcase.html,https://www.zhengmu.cn/solutions/goods/teak-bookcase.html,柚木书柜里的长期陪伴感,solutions,D_USE_AND_CARE,527,assets/images/product-teak-cabinet.jpg,,existing_site_asset,3,3,NONE,furniture-storage,木质柜体与收纳空间参考,4,NONE,false,false,furniture-storage,KEEP_VALIDATED_FINAL,assets/images/product-teak-cabinet.jpg,3,false,d9127b91168975be7b8b0aa0b2aae76f8b7a9b296d81af896e42b64309a999e7
solutions/goods/teak-dining-table.html,https://www.zhengmu.cn/solutions/goods/teak-dining-table.html,一张能用很久的柚木餐桌,solutions,E_FURNITURE_OBJECTS,433,assets/images/product-teak-table.jpg,,existing_site_asset,3,3,NONE,furniture-tables,木质桌具在室内空间中的使用参考,4,NONE,false,false,furniture-tables,KEEP_VALIDATED_FINAL,assets/images/product-teak-table.jpg,3,false,a8f5c83bce18b0cf0f886c1531dde1e795d81834e0ee1c29a5f2e625e15edfdc
solutions/goods/teak-garden-dining.html,https://www.zhengmu.cn/solutions/goods/teak-garden-dining.html,花园里的柚木餐桌,solutions,E_FURNITURE_OBJECTS,421,assets/images/article-teak-patio-dining.jpg,,generated_editorial_v134,3,3,NONE,patio-dining,住宅露台上的木质餐桌与座椅使用示意,4,NONE,false,false,patio-dining,KEEP_VALIDATED_FINAL,assets/images/article-teak-outdoor-care.jpg,3,true,0d3ddb276accacea801093310706b1e88bf05fb083f213020e96364b56983d49
solutions/goods/teak-incense-holder.html,https://www.zhengmu.cn/solutions/goods/teak-incense-holder.html,柚木香插的留白,solutions,E_FURNITURE_OBJECTS,503,assets/images/article-teak-small-object-details.jpg,,generated_editorial_v134,3,3,NONE,small-object-details,木质香插、雕刻小件与音箱外壳细节示意,4,NONE,false,false,small-object-details,KEEP_VALIDATED_FINAL,assets/images/article-teak-small-objects.jpg,3,true,ba3fc7c33fa2bc95d02a8a2c051d1705211459243196f6811f768735cd6877e7
solutions/goods/teak-living-room.html,https://www.zhengmu.cn/solutions/goods/teak-living-room.html,柚木会客厅的温和秩序,solutions,F_SPACE_AESTHETICS,541,assets/images/article-teak-living-study.jpg,,generated_editorial_v134,3,3,NONE,living-study-space,客厅与书房过渡区域中的木质家具尺度示意,4,NONE,false,false,living-study-space,KEEP_VALIDATED_FINAL,assets/images/product-teak-table.jpg,3,true,8a7332e5d66e8a2b62ec9b7015a41808e8cfb81839169b81681eee54da0c2b2a
solutions/goods/teak-lounge-chair.html,https://www.zhengmu.cn/solutions/goods/teak-lounge-chair.html,柚木休闲椅的松弛感,solutions,E_FURNITURE_OBJECTS,531,assets/images/product-teak-chair.jpg,,existing_site_asset,3,3,NONE,furniture-seating,木质座椅的结构与使用场景参考,4,NONE,false,false,furniture-seating,KEEP_VALIDATED_FINAL,assets/images/product-teak-chair.jpg,3,false,b48997bfb0352c211f9128130977e8abc99709add77a6abb52a2ee8966aedf57
solutions/goods/teak-outdoor-bench.html,https://www.zhengmu.cn/solutions/goods/teak-outdoor-bench.html,户外柚木长椅的耐心,solutions,E_FURNITURE_OBJECTS,535,assets/images/article-teak-outdoor-seating-selection.jpg,,generated_editorial_v134,3,3,NONE,outdoor-seating,庭院中木质长椅与座椅的户外使用示意,4,NONE,false,false,outdoor-seating,KEEP_VALIDATED_FINAL,assets/images/article-teak-outdoor-care.jpg,3,true,62fa8ad5da472fe039fabaa93f013ac8cca1041d152ef9b373e893f94f54c1a7
solutions/goods/teak-patio-furniture.html,https://www.zhengmu.cn/solutions/goods/teak-patio-furniture.html,露台柚木家具的日常感,solutions,E_FURNITURE_OBJECTS,538,assets/images/article-teak-patio-dining.jpg,,generated_editorial_v134,3,3,NONE,patio-dining,住宅露台上的木质餐桌与座椅使用示意,4,NONE,false,false,patio-dining,KEEP_VALIDATED_FINAL,assets/images/article-teak-outdoor-care.jpg,3,true,0d3ddb276accacea801093310706b1e88bf05fb083f213020e96364b56983d49
solutions/goods/teak-pen.html,https://www.zhengmu.cn/solutions/goods/teak-pen.html,一支柚木笔的手感,solutions,E_FURNITURE_OBJECTS,521,assets/images/article-teak-small-objects.jpg,,generated_editorial_v133,3,3,NONE,small-objects,柚木托盘、笔和小型木器的日常使用示意,4,NONE,false,false,small-objects,KEEP_VALIDATED_FINAL,assets/images/article-teak-small-objects.jpg,3,false,c0f1f513b55131916e846fdd0afcf2ea2b9b160ef5f523fafb3cb17c78e064ed
solutions/goods/teak-phone-stand.html,https://www.zhengmu.cn/solutions/goods/teak-phone-stand.html,柚木手机架的小秩序,solutions,E_FURNITURE_OBJECTS,518,assets/images/article-teak-small-objects.jpg,,generated_editorial_v133,3,3,NONE,small-objects,柚木托盘、笔和小型木器的日常使用示意,4,NONE,false,false,small-objects,KEEP_VALIDATED_FINAL,assets/images/article-teak-small-objects.jpg,3,false,c0f1f513b55131916e846fdd0afcf2ea2b9b160ef5f523fafb3cb17c78e064ed
solutions/goods/teak-pool-deck.html,https://www.zhengmu.cn/solutions/goods/teak-pool-deck.html,泳池边的柚木平台,solutions,A_MATERIAL_KNOWLEDGE,538,assets/images/article-teak-deck-water-exposure.jpg,,generated_editorial_v134,2,2,NONE,deck-water-exposure,带水滴与日晒痕迹的木质平台板材近景示意,4,NONE,false,false,deck-water-exposure,KEEP_VALIDATED_FINAL,assets/images/article-teak-outdoor-care.jpg,3,true,a45baee5469de65affb5361c0f22621965c00843ca75baef1e37cd3008dc8b3c
solutions/goods/teak-speaker.html,https://www.zhengmu.cn/solutions/goods/teak-speaker.html,柚木音箱外壳的温度,solutions,E_FURNITURE_OBJECTS,526,assets/images/article-teak-small-object-details.jpg,,generated_editorial_v134,3,3,NONE,small-object-details,木质香插、雕刻小件与音箱外壳细节示意,4,NONE,false,false,small-object-details,KEEP_VALIDATED_FINAL,assets/images/article-teak-small-objects.jpg,3,true,ba3fc7c33fa2bc95d02a8a2c051d1705211459243196f6811f768735cd6877e7
solutions/goods/teak-study-room.html,https://www.zhengmu.cn/solutions/goods/teak-study-room.html,柚木书房的安定感,solutions,F_SPACE_AESTHETICS,522,assets/images/article-teak-living-study.jpg,,generated_editorial_v134,3,3,NONE,living-study-space,客厅与书房过渡区域中的木质家具尺度示意,4,NONE,false,false,living-study-space,KEEP_VALIDATED_FINAL,assets/images/hero-teak-lifestyle.jpg,3,true,8a7332e5d66e8a2b62ec9b7015a41808e8cfb81839169b81681eee54da0c2b2a
solutions/goods/teak-tea-table.html,https://www.zhengmu.cn/solutions/goods/teak-tea-table.html,柚木茶桌的安静分寸,solutions,E_FURNITURE_OBJECTS,859,assets/images/product-teak-table.jpg,,existing_site_asset,3,3,NONE,furniture-tables,木质桌具在室内空间中的使用参考,4,NONE,false,false,furniture-tables,KEEP_VALIDATED_FINAL,assets/images/product-teak-table.jpg,3,false,a8f5c83bce18b0cf0f886c1531dde1e795d81834e0ee1c29a5f2e625e15edfdc
solutions/goods/teak-tray.html,https://www.zhengmu.cn/solutions/goods/teak-tray.html,柚木托盘的日常承托,solutions,E_FURNITURE_OBJECTS,761,assets/images/article-teak-small-objects.jpg,,generated_editorial_v133,3,3,NONE,small-objects,柚木托盘、笔和小型木器的日常使用示意,4,NONE,false,false,small-objects,KEEP_VALIDATED_FINAL,assets/images/article-teak-small-objects.jpg,3,false,c0f1f513b55131916e846fdd0afcf2ea2b9b160ef5f523fafb3cb17c78e064ed
solutions/goods/teak-villa-woodwork.html,https://www.zhengmu.cn/solutions/goods/teak-villa-woodwork.html,别墅柚木木作的整体感,solutions,E_FURNITURE_OBJECTS,543,assets/images/article-teak-whole-house-woodwork.jpg,,generated_editorial_v134,3,3,NONE,whole-house-woodwork,柜体、墙板与门套连续关系的整体木作示意,4,NONE,false,false,whole-house-woodwork,KEEP_VALIDATED_FINAL,assets/images/hero-teak-lifestyle.jpg,3,true,de972b6dc50f3930b9a4eb9288e14fca2602403442fbd2d396666237c1301d24
solutions/goods/teak-wall-panel.html,https://www.zhengmu.cn/solutions/goods/teak-wall-panel.html,柚木护墙板的克制用法,solutions,A_MATERIAL_KNOWLEDGE,597,assets/images/product-teak-cabinet.jpg,,existing_site_asset,3,3,NONE,furniture-storage,木质柜体与收纳空间参考,4,NONE,false,false,furniture-storage,KEEP_VALIDATED_FINAL,assets/images/product-teak-cabinet.jpg,2,false,d9127b91168975be7b8b0aa0b2aae76f8b7a9b296d81af896e42b64309a999e7
solutions/goods/teak-yacht-deck.html,https://www.zhengmu.cn/solutions/goods/teak-yacht-deck.html,游艇柚木甲板的脚下质感,solutions,A_MATERIAL_KNOWLEDGE,555,assets/images/article-teak-deck-water-exposure.jpg,,generated_editorial_v134,2,2,NONE,deck-water-exposure,带水滴与日晒痕迹的木质平台板材近景示意,4,NONE,false,false,deck-water-exposure,KEEP_VALIDATED_FINAL,assets/images/article-teak-outdoor-care.jpg,3,true,a45baee5469de65affb5361c0f22621965c00843ca75baef1e37cd3008dc8b3c
solutions/guides/flooring-before-install.html,https://www.zhengmu.cn/solutions/guides/flooring-before-install.html,柚木地板安装前要确认什么,solutions,E_FURNITURE_OBJECTS,556,assets/images/article-teak-flooring-installation.jpg,,generated_editorial_v134,3,3,NONE,flooring-installation,地板样板、基层剖面和测量工具的安装前检查示意,4,NONE,false,false,flooring-installation,KEEP_VALIDATED_FINAL,assets/images/article-teak-flooring-selection.jpg,3,true,ce4b18ef710de5dd69a9a6bc880761b4f58c5efd284124793e3769b60139dda0
solutions/guides/flooring-care-guide.html,https://www.zhengmu.cn/solutions/guides/flooring-care-guide.html,柚木地板日常维护建议,solutions,D_USE_AND_CARE,551,assets/images/knowledge-teak-maintenance.jpg,,existing_site_asset,3,3,NONE,maintenance-cleaning,柚木表面的清洁与维护参考,4,NONE,false,false,maintenance-cleaning,KEEP_VALIDATED_FINAL,assets/images/article-teak-aging-tones.jpg,3,true,2a1e219ffb523468930c4937009de51d7d24502f3979b5d458d5ba0f4ae63fdb
solutions/guides/flooring-fit-spaces.html,https://www.zhengmu.cn/solutions/guides/flooring-fit-spaces.html,柚木地板适合哪些空间,solutions,F_SPACE_AESTHETICS,551,assets/images/article-teak-flooring-selection.jpg,,generated_editorial_v133,3,3,NONE,flooring-selection,自然光下比较木地板样板的选材示意,4,NONE,false,false,flooring-selection,KEEP_VALIDATED_FINAL,assets/images/article-teak-flooring-selection.jpg,3,false,2080bc1e94a4d9c34c91c590e0e9b5feed72966f8873b39e1d5445078bafb17a
solutions/guides/flooring-how-to-choose.html,https://www.zhengmu.cn/solutions/guides/flooring-how-to-choose.html,柚木地板怎么选,solutions,C_SELECTION_JUDGMENT,553,assets/images/article-teak-flooring-selection.jpg,,generated_editorial_v133,3,3,NONE,flooring-selection,自然光下比较木地板样板的选材示意,4,NONE,false,false,flooring-selection,KEEP_VALIDATED_FINAL,assets/images/article-teak-flooring-selection.jpg,3,false,2080bc1e94a4d9c34c91c590e0e9b5feed72966f8873b39e1d5445078bafb17a
solutions/guides/flooring-sample-structure.html,https://www.zhengmu.cn/solutions/guides/flooring-sample-structure.html,柚木地板空间参考,solutions,F_SPACE_AESTHETICS,558,assets/images/article-teak-flooring-installation.jpg,,generated_editorial_v134,3,3,NONE,flooring-installation,地板样板、基层剖面和测量工具的安装前检查示意,4,NONE,false,false,flooring-installation,KEEP_VALIDATED_FINAL,assets/images/article-teak-flooring-selection.jpg,3,true,ce4b18ef710de5dd69a9a6bc880761b4f58c5efd284124793e3769b60139dda0
solutions/guides/furniture-sample-structure.html,https://www.zhengmu.cn/solutions/guides/furniture-sample-structure.html,柚木家具空间参考,solutions,F_SPACE_AESTHETICS,577,assets/images/article-teak-furniture-material-mix.jpg,,generated_editorial_v134,3,3,NONE,furniture-material-mix,不同木色家具样板与织物并置的空间搭配示意,4,NONE,false,false,furniture-material-mix,KEEP_VALIDATED_FINAL,assets/images/hero-teak-lifestyle.jpg,3,true,d14a5c0bd5f97c1c593c2ec179b6d7b176a64f367ab918a33dae013df82514db
solutions/guides/outdoor-furniture-choose.html,https://www.zhengmu.cn/solutions/guides/outdoor-furniture-choose.html,庭院柚木家具怎么选,solutions,F_SPACE_AESTHETICS,561,assets/images/article-teak-outdoor-seating-selection.jpg,,generated_editorial_v134,3,3,NONE,outdoor-seating,庭院中木质长椅与座椅的户外使用示意,4,NONE,false,false,outdoor-seating,KEEP_VALIDATED_FINAL,assets/images/article-teak-outdoor-care.jpg,2,true,62fa8ad5da472fe039fabaa93f013ac8cca1041d152ef9b373e893f94f54c1a7
solutions/guides/outdoor-maintenance-cycle.html,https://www.zhengmu.cn/solutions/guides/outdoor-maintenance-cycle.html,户外柚木维护周期怎么理解,solutions,D_USE_AND_CARE,564,assets/images/article-teak-outdoor-care.jpg,,generated_editorial_v133,3,3,NONE,outdoor-care,雨后户外木质座椅与日常维护工具示意,4,NONE,false,false,outdoor-care,KEEP_VALIDATED_FINAL,assets/images/article-teak-outdoor-care.jpg,3,false,d6da9157e2bf11a5fdd7fceec9dafe4d657a49601fd6aee659d56211ca3808ad
solutions/guides/outdoor-sample-structure.html,https://www.zhengmu.cn/solutions/guides/outdoor-sample-structure.html,柚木户外空间参考,solutions,F_SPACE_AESTHETICS,565,assets/images/article-teak-patio-dining.jpg,,generated_editorial_v134,3,3,NONE,patio-dining,住宅露台上的木质餐桌与座椅使用示意,4,NONE,false,false,patio-dining,KEEP_VALIDATED_FINAL,assets/images/article-teak-outdoor-care.jpg,3,true,0d3ddb276accacea801093310706b1e88bf05fb083f213020e96364b56983d49
solutions/guides/outdoor-why-teak.html,https://www.zhengmu.cn/solutions/guides/outdoor-why-teak.html,户外为什么常见柚木,solutions,A_MATERIAL_KNOWLEDGE,565,assets/images/knowledge-outdoor-wood.jpg,,existing_site_asset,3,3,NONE,outdoor-material,户外木材在自然环境中的使用参考,3,NONE,false,false,outdoor-material,KEEP_VALIDATED_FINAL,assets/images/article-teak-outdoor-care.jpg,3,true,1360e7b020e616a0962a4afbae23eb64b9172fcc06559e577b95076afe3f0aef
solutions/guides/tea-room-floor-cabinet.html,https://www.zhengmu.cn/solutions/guides/tea-room-floor-cabinet.html,茶室地面和柜体如何搭配,solutions,F_SPACE_AESTHETICS,562,assets/images/article-teak-floor-cabinet-transition.jpg,,generated_editorial_v134,1,1,NONE,floor-cabinet-transition,木地板与柜体收口关系的室内材料示意,4,NONE,false,false,floor-cabinet-transition,KEEP_VALIDATED_FINAL,assets/images/article-teak-flooring-selection.jpg,3,true,5baaf96c116999c7913f6995408c7ff4a6016b132df464c888f793256ab3223c
solutions/guides/tea-room-sample-structure.html,https://www.zhengmu.cn/solutions/guides/tea-room-sample-structure.html,柚木茶室空间参考,solutions,F_SPACE_AESTHETICS,567,assets/images/article-teak-conversation-space.jpg,,generated_editorial_v134,3,3,NONE,conversation-space,围绕木质桌具布置的克制会客空间示意,4,NONE,false,false,conversation-space,KEEP_VALIDATED_FINAL,assets/images/product-teak-table.jpg,3,true,fbf082eca39e27b6c4998f9da4757adf98a44bb8feaa5b0c74a633a8d930bb63
solutions/guides/tea-room-why-teak.html,https://www.zhengmu.cn/solutions/guides/tea-room-why-teak.html,茶室为什么适合柚木,solutions,F_SPACE_AESTHETICS,566,assets/images/article-teak-conversation-space.jpg,,generated_editorial_v134,3,3,NONE,conversation-space,围绕木质桌具布置的克制会客空间示意,4,NONE,false,false,conversation-space,KEEP_VALIDATED_FINAL,assets/images/product-teak-table.jpg,3,true,fbf082eca39e27b6c4998f9da4757adf98a44bb8feaa5b0c74a633a8d930bb63
solutions/guides/teak-cabinet-storage.html,https://www.zhengmu.cn/solutions/guides/teak-cabinet-storage.html,柚木柜体和收纳怎么搭配,solutions,E_FURNITURE_OBJECTS,567,assets/images/product-teak-cabinet.jpg,,existing_site_asset,3,3,NONE,furniture-storage,木质柜体与收纳空间参考,4,NONE,false,false,furniture-storage,KEEP_VALIDATED_FINAL,assets/images/product-teak-cabinet.jpg,3,false,d9127b91168975be7b8b0aa0b2aae76f8b7a9b296d81af896e42b64309a999e7
solutions/guides/teak-reception-atmosphere.html,https://www.zhengmu.cn/solutions/guides/teak-reception-atmosphere.html,柚木会客空间氛围怎么做,solutions,F_SPACE_AESTHETICS,558,assets/images/article-teak-conversation-space.jpg,,generated_editorial_v134,3,3,NONE,conversation-space,围绕木质桌具布置的克制会客空间示意,4,NONE,false,false,conversation-space,KEEP_VALIDATED_FINAL,assets/images/product-teak-table.jpg,3,true,fbf082eca39e27b6c4998f9da4757adf98a44bb8feaa5b0c74a633a8d930bb63
solutions/guides/teak-side-coffee-table.html,https://www.zhengmu.cn/solutions/guides/teak-side-coffee-table.html,柚木边几、茶几、单品如何选,solutions,E_FURNITURE_OBJECTS,576,assets/images/article-teak-side-table-scale.jpg,,generated_editorial_v134,1,1,NONE,side-table-scale,不同高度与尺度的木质边几和茶几并置示意,4,NONE,false,false,side-table-scale,KEEP_VALIDATED_FINAL,assets/images/product-teak-table.jpg,3,true,370fb64d07b0f27310c97419067bbea97bd20981b93ffc7420abe31ac5ced40c
solutions/guides/teak-table-chair-choose.html,https://www.zhengmu.cn/solutions/guides/teak-table-chair-choose.html,柚木桌椅怎么选,solutions,C_SELECTION_JUDGMENT,570,assets/images/product-teak-chair.jpg,,existing_site_asset,3,3,NONE,furniture-seating,木质座椅的结构与使用场景参考,4,NONE,false,false,furniture-seating,KEEP_VALIDATED_FINAL,assets/images/product-teak-chair.jpg,2,false,b48997bfb0352c211f9128130977e8abc99709add77a6abb52a2ee8966aedf57
solutions/guides/teak-tea-table-choose.html,https://www.zhengmu.cn/solutions/guides/teak-tea-table-choose.html,柚木茶桌怎么选,solutions,C_SELECTION_JUDGMENT,559,assets/images/product-teak-table.jpg,,existing_site_asset,3,3,NONE,furniture-tables,木质桌具在室内空间中的使用参考,4,NONE,false,false,furniture-tables,KEEP_VALIDATED_FINAL,assets/images/product-teak-table.jpg,2,false,a8f5c83bce18b0cf0f886c1531dde1e795d81834e0ee1c29a5f2e625e15edfdc
solutions/guides/teak-with-other-wood.html,https://www.zhengmu.cn/solutions/guides/teak-with-other-wood.html,柚木家具和其他木材家具怎么搭,solutions,E_FURNITURE_OBJECTS,573,assets/images/article-teak-furniture-material-mix.jpg,,generated_editorial_v134,3,3,NONE,furniture-material-mix,不同木色家具样板与织物并置的空间搭配示意,4,NONE,false,false,furniture-material-mix,KEEP_VALIDATED_FINAL,assets/images/hero-teak-lifestyle.jpg,2,true,d14a5c0bd5f97c1c593c2ec179b6d7b176a64f367ab918a33dae013df82514db
solutions/guides/terrace-balcony-teak.html,https://www.zhengmu.cn/solutions/guides/terrace-balcony-teak.html,露台阳台柚木使用注意事项,solutions,A_MATERIAL_KNOWLEDGE,567,assets/images/article-teak-flooring-sun-moisture.jpg,,generated_editorial_v134,3,3,NONE,flooring-sun-moisture,靠近自然光与湿区边界的木地板材料状态示意,4,NONE,false,false,flooring-sun-moisture,KEEP_VALIDATED_FINAL,assets/images/article-teak-outdoor-care.jpg,3,true,5f0ab50229c794a738bc258b07e72378f895d0ab2ed45a0a7c457c6fdb3f9678
solutions/guides/whole-decoration-fit-home.html,https://www.zhengmu.cn/solutions/guides/whole-decoration-fit-home.html,柚木整装适合什么样的家,solutions,A_MATERIAL_KNOWLEDGE,595,assets/images/hero-teak-lifestyle.jpg,,existing_site_asset,3,3,NONE,whole-interior,木质家具与自然光室内空间参考,3,NONE,false,false,whole-interior,KEEP_VALIDATED_FINAL,assets/images/hero-teak-lifestyle.jpg,3,false,d47ba98d42500365d49870fe7d20b18339b2ffad737bf0bdbcec69318cb1f6fa
solutions/guides/whole-decoration-matching.html,https://www.zhengmu.cn/solutions/guides/whole-decoration-matching.html,柚木整装空间搭配建议,solutions,F_SPACE_AESTHETICS,576,assets/images/article-teak-whole-house-woodwork.jpg,,generated_editorial_v134,3,3,NONE,whole-house-woodwork,柜体、墙板与门套连续关系的整体木作示意,4,NONE,false,false,whole-house-woodwork,KEEP_VALIDATED_FINAL,assets/images/hero-teak-lifestyle.jpg,3,true,de972b6dc50f3930b9a4eb9288e14fca2602403442fbd2d396666237c1301d24
solutions/guides/whole-decoration-material-check.html,https://www.zhengmu.cn/solutions/guides/whole-decoration-material-check.html,柚木整装选材注意事项,solutions,A_MATERIAL_KNOWLEDGE,573,assets/images/article-teak-woodwork-material-check.jpg,,generated_editorial_v134,3,3,NONE,woodwork-material-check,板材样本、五金与收口节点的整体木作检查示意,4,NONE,false,false,woodwork-material-check,KEEP_VALIDATED_FINAL,assets/images/hero-teak-lifestyle.jpg,3,true,d9a9b8e37cb2e8c93a20bb1fc826fc5b5c7f19b0a7452d17da556a2c723078f4
solutions/guides/whole-decoration-sample-structure.html,https://www.zhengmu.cn/solutions/guides/whole-decoration-sample-structure.html,柚木整装空间参考,solutions,F_SPACE_AESTHETICS,579,assets/images/article-teak-whole-house-woodwork.jpg,,generated_editorial_v134,3,3,NONE,whole-house-woodwork,柜体、墙板与门套连续关系的整体木作示意,4,NONE,false,false,whole-house-woodwork,KEEP_VALIDATED_FINAL,assets/images/hero-teak-lifestyle.jpg,3,true,de972b6dc50f3930b9a4eb9288e14fca2602403442fbd2d396666237c1301d24
solutions/guides/whole-decoration-vs-custom.html,https://www.zhengmu.cn/solutions/guides/whole-decoration-vs-custom.html,柚木整装和普通定制有什么不同,solutions,A_MATERIAL_KNOWLEDGE,582,assets/images/article-teak-woodwork-material-check.jpg,,generated_editorial_v134,3,3,NONE,woodwork-material-check,板材样本、五金与收口节点的整体木作检查示意,4,NONE,false,false,woodwork-material-check,KEEP_VALIDATED_FINAL,assets/images/hero-teak-lifestyle.jpg,3,true,d9a9b8e37cb2e8c93a20bb1fc826fc5b5c7f19b0a7452d17da556a2c723078f4
solutions/outdoor.html,https://www.zhengmu.cn/solutions/outdoor.html,柚木户外,solutions,A_MATERIAL_KNOWLEDGE,313,assets/images/knowledge-outdoor-wood.jpg,,existing_site_asset,3,3,NONE,outdoor-material,户外木材在自然环境中的使用参考,3,NONE,false,false,outdoor-material,KEEP_VALIDATED_FINAL,assets/images/knowledge-outdoor-wood.jpg,3,false,1360e7b020e616a0962a4afbae23eb64b9172fcc06559e577b95076afe3f0aef
solutions/tea-room.html,https://www.zhengmu.cn/solutions/tea-room.html,柚木茶室的材料与尺度,solutions,F_SPACE_AESTHETICS,314,assets/images/article-teak-tea-room-materials.jpg,,generated_editorial_v134,3,3,NONE,tea-room-materials,茶桌、坐席与木质材料关系的茶空间参考示意,4,NONE,false,false,tea-room-materials,KEEP_VALIDATED_FINAL,assets/images/product-teak-table.jpg,3,true,77fb93aff60cf4c2b1a916446366fed8490fbc665a19469ac6a4f437c71b24bd
solutions/whole-decoration.html,https://www.zhengmu.cn/solutions/whole-decoration.html,柚木整体木作的空间关系,solutions,F_SPACE_AESTHETICS,371,assets/images/article-teak-joinery-craft.jpg,,generated_editorial_v133,3,3,NONE,craft-joinery,柚木榫卯结构与表面工艺观察示意,4,NONE,false,false,craft-joinery,KEEP_VALIDATED_FINAL,assets/images/vendor-craft-sample.jpg,2,true,42a667e8e76840cb96c4a8f56ac6f1d3233b7718321c8fd90e3badc2c731db87
vendors/flooring-sample.html,https://www.zhengmu.cn/vendors/flooring-sample.html,选择柚木地板服务商时看什么,vendors,G_BRAND_INFORMATION,679,assets/images/vendor-showroom-sample.jpg,,existing_neutral_brand_context,3,3,NONE,flooring-and-brand-context,中性展厅与材料陈列环境示意,3,NONE,false,false,flooring-and-brand-context,KEEP_VALIDATED_FINAL,assets/images/article-teak-flooring-selection.jpg,3,true,07ef9ddb697879fe23620cd5d4efaddd94e23b2c6ea710310bfb5219b8080a7e
