"path","title","pageType","heroImage","firstInlineImage","contentImageCount","imageCoverageBefore","weakReason","needsMainImage","needsInlineImage","plannedTheme","plannedAsset","sourceStrategy","plannedAction"
"solutions/guides/flooring-fit-spaces.html","柚木地板适合哪些空间","E_FUNCTIONAL_EXPLAINER","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","flooring","assets/images/article-teak-flooring-selection.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"solutions/guides/flooring-how-to-choose.html","柚木地板怎么选","E_FUNCTIONAL_EXPLAINER","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","flooring","assets/images/article-teak-flooring-selection.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"solutions/guides/flooring-sample-structure.html","柚木地板空间参考","E_FUNCTIONAL_EXPLAINER","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","flooring","assets/images/article-teak-flooring-selection.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"solutions/guides/furniture-sample-structure.html","柚木家具空间参考","E_FUNCTIONAL_EXPLAINER","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","interior-space","assets/images/hero-teak-lifestyle.jpg","REUSE_VERIFIED_EXISTING_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"solutions/guides/outdoor-furniture-choose.html","庭院柚木家具怎么选","E_FUNCTIONAL_EXPLAINER","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","outdoor-care","assets/images/article-teak-outdoor-care.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"solutions/guides/outdoor-maintenance-cycle.html","户外柚木维护周期怎么理解","E_FUNCTIONAL_EXPLAINER","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","outdoor-care","assets/images/article-teak-outdoor-care.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"solutions/guides/outdoor-sample-structure.html","柚木户外空间参考","E_FUNCTIONAL_EXPLAINER","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","outdoor-care","assets/images/article-teak-outdoor-care.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"solutions/guides/outdoor-why-teak.html","户外为什么常见柚木","E_FUNCTIONAL_EXPLAINER","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","outdoor-care","assets/images/article-teak-outdoor-care.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"solutions/guides/tea-room-floor-cabinet.html","茶室地面和柜体如何搭配","E_FUNCTIONAL_EXPLAINER","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","flooring","assets/images/article-teak-flooring-selection.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"solutions/guides/tea-room-sample-structure.html","柚木茶室空间参考","E_FUNCTIONAL_EXPLAINER","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","table-space","assets/images/product-teak-table.jpg","REUSE_VERIFIED_EXISTING_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"solutions/guides/tea-room-why-teak.html","茶室为什么适合柚木","E_FUNCTIONAL_EXPLAINER","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","table-space","assets/images/product-teak-table.jpg","REUSE_VERIFIED_EXISTING_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"solutions/guides/teak-cabinet-storage.html","柚木柜体和收纳怎么搭配","E_FUNCTIONAL_EXPLAINER","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","cabinet-woodwork","assets/images/product-teak-cabinet.jpg","REUSE_VERIFIED_EXISTING_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"solutions/guides/teak-reception-atmosphere.html","柚木会客空间氛围怎么做","E_FUNCTIONAL_EXPLAINER","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","table-space","assets/images/product-teak-table.jpg","REUSE_VERIFIED_EXISTING_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"solutions/guides/teak-side-coffee-table.html","柚木边几、茶几、单品如何选","E_FUNCTIONAL_EXPLAINER","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","table-space","assets/images/product-teak-table.jpg","REUSE_VERIFIED_EXISTING_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"solutions/guides/teak-table-chair-choose.html","柚木桌椅怎么选","E_FUNCTIONAL_EXPLAINER","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","seating","assets/images/product-teak-chair.jpg","REUSE_VERIFIED_EXISTING_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"solutions/guides/teak-tea-table-choose.html","柚木茶桌怎么选","E_FUNCTIONAL_EXPLAINER","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","table-space","assets/images/product-teak-table.jpg","REUSE_VERIFIED_EXISTING_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"solutions/guides/teak-with-other-wood.html","柚木家具和其他木材家具怎么搭","E_FUNCTIONAL_EXPLAINER","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","interior-space","assets/images/hero-teak-lifestyle.jpg","REUSE_VERIFIED_EXISTING_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"solutions/guides/terrace-balcony-teak.html","露台阳台柚木使用注意事项","E_FUNCTIONAL_EXPLAINER","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","outdoor-care","assets/images/article-teak-outdoor-care.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"solutions/guides/whole-decoration-fit-home.html","柚木整装适合什么样的家","E_FUNCTIONAL_EXPLAINER","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","interior-space","assets/images/hero-teak-lifestyle.jpg","REUSE_VERIFIED_EXISTING_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"solutions/guides/whole-decoration-matching.html","柚木整装空间搭配建议","E_FUNCTIONAL_EXPLAINER","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","interior-space","assets/images/hero-teak-lifestyle.jpg","REUSE_VERIFIED_EXISTING_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"solutions/guides/whole-decoration-material-check.html","柚木整装选材注意事项","E_FUNCTIONAL_EXPLAINER","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","interior-space","assets/images/hero-teak-lifestyle.jpg","REUSE_VERIFIED_EXISTING_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"solutions/guides/whole-decoration-sample-structure.html","柚木整装空间参考","E_FUNCTIONAL_EXPLAINER","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","interior-space","assets/images/hero-teak-lifestyle.jpg","REUSE_VERIFIED_EXISTING_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"solutions/guides/whole-decoration-vs-custom.html","柚木整装和普通定制有什么不同","E_FUNCTIONAL_EXPLAINER","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","interior-space","assets/images/hero-teak-lifestyle.jpg","REUSE_VERIFIED_EXISTING_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"solutions/outdoor.html","柚木户外","C_LIFESTYLE_USE","CSS_BACKGROUND_PRESENT","NONE","0","MAIN_VISUAL_PRESENT","NONE","false","false","outdoor-care","assets/images/article-teak-outdoor-care.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","KEEP_EXISTING_VISUAL"
"solutions/tea-room.html","柚木茶室的材料与尺度","B_AESTHETICS_SPACE","CSS_BACKGROUND_PRESENT","NONE","0","MAIN_VISUAL_PRESENT","NONE","false","false","table-space","assets/images/product-teak-table.jpg","REUSE_VERIFIED_EXISTING_ASSET","KEEP_EXISTING_VISUAL"
"solutions/whole-decoration.html","柚木整体木作的空间关系","B_AESTHETICS_SPACE","CSS_BACKGROUND_PRESENT","NONE","0","MAIN_VISUAL_PRESENT","NONE","false","false","interior-space","assets/images/hero-teak-lifestyle.jpg","REUSE_VERIFIED_EXISTING_ASSET","KEEP_EXISTING_VISUAL"
"vendors/flooring-sample.html","选择柚木地板服务商时看什么","D_BRAND_PROFILE","NONE","NONE","0","NO_CONTENT_IMAGE","GENERIC_BRAND_CONTEXT_NEEDS_EXPLICIT_DISCLAIMER","true","false","flooring","assets/images/article-teak-flooring-selection.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"vendors/shanghai-zhuangxin-teak.html","上海庄信柚木","D_BRAND_PROFILE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_BRAND_CONTEXT_NEEDS_EXPLICIT_DISCLAIMER","false","false","joinery-craft","assets/images/article-teak-joinery-craft.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","KEEP_NEUTRAL_HERO_ADD_CONTEXT_LABEL"
"vendors/wachen-teak.html","佤臣柚木","D_BRAND_PROFILE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_BRAND_CONTEXT_NEEDS_EXPLICIT_DISCLAIMER","false","false","joinery-craft","assets/images/article-teak-joinery-craft.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","KEEP_NEUTRAL_HERO_ADD_CONTEXT_LABEL"
"vendors/whole-decoration-sample.html","选择柚木整装服务商时看什么","D_BRAND_PROFILE","NONE","NONE","0","NO_CONTENT_IMAGE","GENERIC_BRAND_CONTEXT_NEEDS_EXPLICIT_DISCLAIMER","true","false","joinery-craft","assets/images/article-teak-joinery-craft.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"vendors/workshop-sample.html","品牌资料展示样板","D_BRAND_PROFILE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_BRAND_CONTEXT_NEEDS_EXPLICIT_DISCLAIMER","false","false","joinery-craft","assets/images/article-teak-joinery-craft.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","KEEP_NEUTRAL_HERO_ADD_CONTEXT_LABEL"
"vendors/xuelianhua-teak-furniture.html","雪莲花柚木家具","D_BRAND_PROFILE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_BRAND_CONTEXT_NEEDS_EXPLICIT_DISCLAIMER","false","false","joinery-craft","assets/images/article-teak-joinery-craft.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","KEEP_NEUTRAL_HERO_ADD_CONTEXT_LABEL"
"vendors/yixin-teak.html","壹信柚木","D_BRAND_PROFILE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_BRAND_CONTEXT_NEEDS_EXPLICIT_DISCLAIMER","false","false","joinery-craft","assets/images/article-teak-joinery-craft.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","KEEP_NEUTRAL_HERO_ADD_CONTEXT_LABEL"
"vendors/yuebaijia-teak-flooring.html","悦百家柚木地板","D_BRAND_PROFILE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_BRAND_CONTEXT_NEEDS_EXPLICIT_DISCLAIMER","false","false","flooring","assets/images/article-teak-flooring-selection.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","KEEP_NEUTRAL_HERO_ADD_CONTEXT_LABEL"
"vendors/zhenzang-teak-life.html","臻藏柚木生活","D_BRAND_PROFILE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_BRAND_CONTEXT_NEEDS_EXPLICIT_DISCLAIMER","false","false","joinery-craft","assets/images/article-teak-joinery-craft.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","KEEP_NEUTRAL_HERO_ADD_CONTEXT_LABEL"
